username,text,tweetcreatedts,hashtags,retweetcount,likecount,acctdesc,location,followers,totaltweets,usercreatedts
Ahmad_Damau,Alex Telles was about to fly to Brazil for international duty before a deal was struck between #mufc and FC Porto #mullive [@JBurtTelegraph],2020-10-04 15:34:46,"['mufc', 'mullive']",229,0,God Blesss Nigeria 🇳🇬 | Your Future SENATOR | Politics Have No Relation To Morals | An Economist 🌏 | 14-09-2015 💔 RIJF MOM | Manchester Is Red 🔴 | @ManUtd,"Москва, Россия",6304,170704,2016-11-27 20:54:23
BRUNO90074762,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:46,[],23273,0,Hardcore Manchester United supporter,,101,163,2020-07-09 21:36:22
Izma_k,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:46,"['MUFC', 'MUNTOT']",1828,0,,,429,12148,2014-08-29 20:48:44
writerofpoetry,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:34:46,"['MUNTOT', 'FPL']",279,0,,Florida- U.S.,365,86746,2009-04-17 16:24:21
_bielf94,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:34:46,"['MUFC', 'THFC']",433,0,"26𝓎, 🇷 🇯
ᴄᴀʀɪᴏᴄᴀ 🇧🇷🙌🏾 
Casado ❤️💍

ᴀʙᴇɴᴄᴏᴀᴅᴏ ᴅᴇᴍᴀɪs ᴘᴀʀᴀ ʀᴇᴄʟᴀᴍᴀʀ 🙏🏾📿","Lisboa, Portugal",1731,240295,2011-08-08 03:01:23
fcknSemloh1,"Life comes at you fast 👀

@ManUtd take the lead in the 2nd minute 💪

#MUNTOT https://t.co/qCuqEgwQpx",2020-10-04 15:34:46,['MUNTOT'],3,0,"Professional Chef , Red till im dead, GFOP , Stoolie , Whiskey and Music Lover",Ravenswood ,1014,92409,2012-03-07 20:50:40
guardian_sport,GOAL! Manchester United 1-1 Tottenham (Ndombele 5') #MUNTOT https://t.co/mnEFd1RRwD,2020-10-04 15:34:46,['MUNTOT'],3,15,"Sport news, comment, video and more from the @Guardian. For all your US sports needs, follow @GdnUSsports, and Australian sport @GdnAusSport. IG: guardian_sport",London,850672,216715,2009-06-11 14:55:04
HirweSalve,"⏰ Time to get the legs moving 🔄

#MUFC #MUNTOT https://t.co/ckmyGTf1aR",2020-10-04 15:34:46,"['MUFC', 'MUNTOT']",369,0,"Politics🌍,Sports⚽&Music🎧.

Pray,Believe,Work⭐Live-Love-Laugh             
                            Jah's Boi🙏
Live once n make it lucrative.",Rwanda   salve.hi.rw,316,376,2018-12-22 09:45:47
emmanuelalukoo,"Celebrating Manchester United's defeat in advance! 😈
#MUNTOT https://t.co/tBtf7LPXEs",2020-10-04 15:34:46,['MUNTOT'],4,0,°•°•° Beware of em' lions | @Alukoemmanuel,,4008,14515,2013-01-07 23:29:03
Chrisbaybe,Was it given before kickoff? 🤣 GGMU #MUNTOT,2020-10-04 15:34:46,['MUNTOT'],0,0,"Real Estate Broker - Philosophy Enthusiast.
Manchester United Supporter.

- Share #LettersToHumanity.","Longmont, CO",62,13100,2013-04-21 13:29:20
tviwo,"🚨 Here's how we line up to take on Spurs this afternoon! 📋

#MUFC #MUNTOT",2020-10-04 15:34:46,"['MUFC', 'MUNTOT']",4653,0,do what I what when I what ✨✨,"Delaware, USA",235,4864,2014-07-28 18:39:37
neil_stocks3,Harry Maguire is wank #mufc,2020-10-04 15:34:46,['mufc'],0,0,Stephanie Maisie Ruby Willow my world,,111,2108,2015-11-28 15:23:28
FaridaRahman19,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:46,[],280,0,Digital Marketing Solution,,25,317,2020-03-18 20:26:13
mat_drey,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:46,[],23273,0,,"Norwich, England",1227,5713,2013-08-02 05:12:10
nikkip1988,1-1 not even 4 minutes in. Hope it stays this tasty #MUNTOT,2020-10-04 15:34:46,['MUNTOT'],0,0,✌🏼,"Lincs, UK ",289,42922,2009-07-21 17:15:12
RPun,Wtf was united doing there.... what a boneheaded series of things #mufc,2020-10-04 15:34:46,['mufc'],0,0,I keep it 49 #49ers #GSW #SFGiants #SJSharks #CEFHCL #FOHARMY,"Bay Area, CA",626,77019,2009-07-16 20:17:05
1real_stunna,This is fucking Spurrrsssssssss🔥🔥🔥🔥🔥🔥🔥 #MUNTOT,2020-10-04 15:34:46,['MUNTOT'],1,2,Spurs🕊,Hell’s Kitchen,4878,29397,2020-05-14 10:19:24
GndPrks,How I wish I could watch the game only to see Mou's reaction. 😂 #MUNTOT #MUFC,2020-10-04 15:34:46,"['MUNTOT', 'MUFC']",0,0,,"Kota Medan, Sumatera Utara",302,46535,2011-07-27 11:14:19
juliebilson2014,"Alex Telles is world class. What a signing.

#MUFC #1MUN",2020-10-04 15:34:46,"['MUFC', '1MUN']",54,0,Like Manchester United,Derby,262,434,2014-08-05 13:06:13
lfcwuke,"Ndombele, nice #MUNTOT",2020-10-04 15:34:46,['MUNTOT'],0,0,*PL CHAMP19NS 19/20 || YNWA❤️ || SRFC 🍀 || 19 || backup @lfcwuke2 ||,2-0-1,558,11288,2019-12-26 21:45:38
Anushaath,"FFS! We @Spurs_India fans played Bruno Fernandes penalty-bingo. I don't think anyone put their money on first minute! 
#MUNTOT",2020-10-04 15:34:46,['MUNTOT'],0,0,Engineer @automate | Product Learner 💻| Tottenham Hotspur ⚽💜| @heartful_ness 🧘‍♂️,Hyderabad | Tenkasi,389,4238,2011-04-25 17:30:09
javierpagan971,The fee for Alex Telles to #mufc is €15m plus add ons. Paperwork to be signed in the next few hours #mulive [@FabrizioRomano],2020-10-04 15:34:46,"['mufc', 'mulive']",529,0,being the director of my life 📸,,320,6462,2013-09-27 19:03:01
ZombieJester,What the fuck was Maguire doing? #mufc,2020-10-04 15:34:46,['mufc'],0,1,💼 Senior Digital Manager For Some Very Funny People -💍@zombiejenn - 🐶 #RooneyBulldog - #MUFC Supporter & Shareholder - #MiniPainting - 🎃365,"Lake Forest, CA",1542,77874,2008-11-16 21:41:52
phillochio,The PENdemic continues...... #MUNTOT,2020-10-04 15:34:46,['MUNTOT'],0,0,"God first in all things, Arsenal FC fan 😉😉",Nairobi,423,3230,2010-04-06 05:30:45
Toluwani08,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:34:46,"['MUFC', 'THFC']",433,0,FT. Everything Is Relative. Arsenal. Balance Is Key.,Gidi,2708,204511,2013-04-11 21:36:47
fourcemajeur,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:34:46,"['MUFC', 'THFC']",433,0,pulvis et umbra sumus,,205,13400,2012-04-13 14:17:48
DavidBeeston,What’s Maguire doing there? #MUFC,2020-10-04 15:34:45,['MUFC'],0,0,You feed beef burgers to swans!,"Wigan, England",570,30883,2010-09-26 16:03:49
DamnDaniel_6,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:45,[],23273,0,#pufc away (75/92),A1 Northbound most likely,709,17829,2013-01-12 17:46:06
SunnyBriah,GOAL: Guess who with a guess what. 1-0. #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],74,0,Never look down on anyone unless you're helping them up.,"London, England",286,22128,2012-04-09 19:50:05
MrTomMcDermott,What the actual f? #MUFC,2020-10-04 15:34:45,['MUFC'],6,43,Author. Writer. Journalist. Coach. Digital. Communications. Member of @theofficialfwa. Order England: #TheQuestForGlory 👉🏻 https://t.co/nXbXBZSRxs.,,36685,120114,2009-02-27 14:38:53
ryanNUFCmad1986,"Harry Maguire, Jesus wept #MUNTOT",2020-10-04 15:34:45,['MUNTOT'],0,0,"Newcastle fan & xbox gamer. Also like my darts, F1 & tennis (most sports) & enjoy my games.

Xbox gamertag - ryanNUFCmad1986","County Durham, England",408,25270,2012-03-17 05:43:04
LegacyJays,This game is not even 10 minutes in and it’s crazy #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,0,Health Music Athletics Comedy Hip-Hop and Rap R&B Gaming Football Olympics,"London, England",63,582,2019-02-11 22:41:48
bimbofrabss,The fee for Alex Telles to #mufc is €15m plus add ons. Paperwork to be signed in the next few hours #mulive [@FabrizioRomano],2020-10-04 15:34:45,"['mufc', 'mulive']",529,0,medical doctor,Nigeria,382,48968,2015-07-11 14:11:18
csoonrich,2 goals in 4minutes🤣 #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,0,New,,13,524,2020-09-14 02:49:47
Reba1_Phetoe,No ways guys 😂😂 #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,0,#StrongerTogether| 🇿🇦🇸🇿 🇧🇼🇱🇸🇪🇬🇪🇹,"Johannesburg, South Africa",702,14513,2010-10-19 19:26:16
Chris_paul_z,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:45,[],23273,0,The Emblem of truth is trust.,"Miami, FL",600,15072,2020-07-04 21:34:06
MorganW_89,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:45,[],280,0,BritishArmy🇬🇧 Soph❤️,Cwmbran (wales),1369,48440,2011-10-05 13:42:04
aguero4ucl,ayo 1-1 in 3 mins this gonna be interesting #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,1,devout manchester city supporter of 12+ years. FB FT🤝,,430,752,2015-08-14 15:50:26
MishalKanoo,#MUNTOT ha ha. Yet another penalty. Do you think they could win the league through their penalty awards. Come on. Let's just give the league.,2020-10-04 15:34:45,['MUNTOT'],0,3,اخاف الله واحب ان يسود العدل لكل الناس. Thinker and writer on justice and social issues. I fear Allah and want justice for all.,"Dubai, United Arab Emirates",2561,2044,2016-02-24 15:52:44
mohammadhaziq63,"""It's the feeling I had when Falcao signed..."" 💭

@GNev2 gives his thoughts on #MUFC's transfer activity as they look set to seal a late deal for 33-year-old Edinson Cavani.

Watch #MUFC v #THFC live on Sky Sports Premier League! https://t.co/B86tbS3k8T",2020-10-04 15:34:45,['MUFC'],270,0,"Normal boy with new life. 🏍😎
Gamer",Perak,109,367,2016-05-25 06:12:03
Hammas_16,"Well. 😂😂
#mufc",2020-10-04 15:34:45,['mufc'],0,0,Eff it,"Lahore, Pakistan",142,18495,2011-08-22 09:50:37
binfampho,Maguire. #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,0,"Working photographer, dreamer and family man, LFC fan all my life. jft96, Muse and 80’s metal.","Ontario, Canada",2377,7012,2017-02-25 15:15:20
Gerald_Stribes,"Last week Manchester United got a penalty after the match ,this week they got a Penalty before the match,next match they'll get a penalty by halftime inshalla.
#MUNTOT 
#penchester 
#penandez",2020-10-04 15:34:45,"['MUNTOT', 'penchester', 'penandez']",0,0,"SONGWRITER• SINGER •
Light travels faster than sound. That's why some people appear bright until you hear them speak","pH, Lagos, Nigeria",2545,4877,2015-11-01 03:20:34
Bock_d_WildCard,PENCHESTER UNITED is back #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,0,Just here for fun and updates | REAL MADRID FC⚪⚪ |ARSENAL FC 🔴⚪| #HalaMadrid | #COYG | i follow back,West Africa,204,1821,2012-02-05 15:43:54
philmscribe,Tottenham equalise with a proper goal. #THFC #COYS #MUNTOT,2020-10-04 15:34:45,"['THFC', 'COYS', 'MUNTOT']",0,0,Script Consultant ~ Screenwriter ~ Film pro. Worked on #StarWars #HarryPotter etc. Helping #screenwriters get their #screenplays to a submission-ready standard.,"London, England",6283,59816,2009-06-12 11:45:26
Zitarrh_A,This match don Dey vex me already #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,0,"09/05 Virgo

Linguist 


@decoredbyzita

Certified Google Digital Marketer 


*GGMU*


Lover of all thing Arts and Music


Bookie ❤


Music is my escape","Federal Capital Territory, Nig",63,407,2017-01-21 05:48:02
ManLike_Tav,nah Fxck off Maguire !!! #MUNTOT,2020-10-04 15:34:45,['MUNTOT'],0,0,"form is temporary, class is permanent | hip hop, sports and tv connoisseur",Konohagakure,512,38934,2018-02-18 12:51:06
SANTIAGOSUPREMO,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:45,[],280,0,informático apasionado de mi trabajo y todas sus ramas yo sobreviví a esta jungla que empezó a torcerse apartir de 2011 xD #Supremo él fútbol mi pasión #98,ESPAÑA,207,26470,2012-07-17 20:42:18
shhhyas,What was Maguire doing there #MUFC #MUNTOT,2020-10-04 15:34:45,"['MUFC', 'MUNTOT']",0,0,MANCHESTER UNITED FOREVER,India,191,19200,2014-05-17 06:50:47
AyewosaA,"I don't want to hear anything. That was a penalty!

#MUNTOT",2020-10-04 15:34:45,['MUNTOT'],1,0,building myself!,"Lagos, Nigeria",1526,14020,2019-07-03 11:30:02
ADDICTED2ManUtd,"If #MUFC win today am going to release this wallpaper 🤳 to everyone who retweets... 🔄 and make sure you are also following my page. 

#MUNTOT #PremierLeague https://t.co/KN5ZVfsIjj",2020-10-04 15:34:45,['MUFC'],13,0,"I eat, sleep, live football.. ManUtd since birth, ManUtd til death! I'm only responsible for what I tweet, not what you understand..",The Theatre Of Dreams! ,12512,25631,2011-05-02 10:09:53
Thandile_Eyerii,"Bruno Fernandes couldn't wait for the match to start so he can score a Penalty.
#MUNTOT
#TottenhamHotspur https://t.co/1HGbikitcp",2020-10-04 15:34:44,"['MUNTOT', 'TottenhamHotspur']",0,0,Instagram : @Taylor_Thee_Official,"Los Angeles, CA",277,206,2019-07-06 21:23:26
TheArtetaM0ney,“The Pendemic Continues” #MUNTOT https://t.co/ZIHcOWRsBM,2020-10-04 15:34:44,['MUNTOT'],0,0,k,"Liverpool, England",401,59933,2013-10-12 23:09:27
_Abberty,"BRUNO FERNANDES DOES IT AGAIN ⚽️

#MUNTOT https://t.co/Ul1ByCygss",2020-10-04 15:34:44,['MUNTOT'],304,0,COYG❤❤,unknown,1251,14199,2017-07-31 08:37:36
r96sk,"That defending tho 😳
#MUFC",2020-10-04 15:34:44,['MUFC'],0,0,,"London, ENG",191,52378,2014-01-01 11:34:44
HamzehHanine,"WHAT A START🔥🔥🔥

#MUNTOT",2020-10-04 15:34:44,['MUNTOT'],0,3,“Querían las tres? aquí están las tres! Visca el Barça i Visca Catalunya.” II.XI🤍.,"5,196 Km away from Barçelona",3586,81011,2012-02-23 08:20:02
LeeMOliver1,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:34:44,['MUNTOT'],711,0,24. Essex.,,9,125,2020-08-24 22:24:34
DavidA66,What a start to this game #MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,#NUFC no longer a season ticket holder #AshleyOut ⬛️⬜️⬛️⬜️🏴󠁧󠁢󠁥󠁮󠁧󠁿🏳️‍🌈🙋🏻‍♂️cover photo courtesy of #UnitedWithPride,Newcastle upon Tyne,251,8041,2011-03-12 18:59:43
officialeoa,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:44,"['MUFC', 'MUNTOT']",1828,0,,,629,4962,2012-03-15 20:17:56
CavaliMario,4' - Goal. #mufc 1-1 Tottenham (Ndombele) #mulive,2020-10-04 15:34:44,"['mufc', 'mulive']",28,0,"truth😎 teller,F🚫🚫tball lover,⚽ Manchester united💯,an artist.🎧","Lagos, Nigeria",1279,12670,2020-02-17 08:57:53
_1vamilindz,Premier league garbage league with so many penalties. #muntot,2020-10-04 15:34:44,['muntot'],0,0,Tsonga Princess. Farm girl . Wise. Wonderful. Free to express unorthodox views. Songwriter. Lyricist. Poet. Loves football . Pap and Maas kinda girl. EPCSA,SA: Valdezia and JHB,1563,13336,2012-02-11 11:44:11
Ankkeyt,"Bruno Fernandes' goal to make it 1-0
#MUFC 
 https://t.co/1eijgHN6aJ",2020-10-04 15:34:44,['MUFC'],7,0,The least reliable friend in any group. #Nepal,Bhaktapur,434,17555,2014-05-02 03:44:44
NsmUnited,"3 - You cannot write it. After all the penalty comments from José Mourinho, #MUFC open the scoring from the spot. 🔴

#GGMU #MUNTOT #mulive",2020-10-04 15:34:44,"['MUFC', 'GGMU', 'MUNTOT', 'mulive']",0,0,"17. Young journalist, covering all MUFC news: Transfer updates, Live reporting and more. Instagram blog - https://t.co/29pF0lPboJ",,207,5128,2019-10-19 13:46:39
AAAdewale_,I love Maguire! #MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,• Cancer • Diplomat • Arsenal Fan • Scrabble Player • Animal Lover • Countries Analyst • Music Freak • Wiz Khalifa •,,1800,6869,2011-07-14 03:03:31
ammarbertweet,"Bruno Fernandes' goal to make it 1-0
#MUFC 
 https://t.co/1eijgHN6aJ",2020-10-04 15:34:44,['MUFC'],7,0,https://t.co/I6uwV4glGn ws for chegg question unlock,"Colorado City, AZ",924,213311,2011-12-20 06:51:32
Luiz__Franco,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:44,[],280,0,Perfil criado com o proposito divino de pertubar e encher o saco da @fe_zappa,"Liverpool, England",1032,112850,2009-06-24 19:14:27
Asaana,"Penchester United 🤣😂
#MUNTOT",2020-10-04 15:34:44,['MUNTOT'],2,0,Am a humble African | asaanavictor@yahoo.com,Home ,1270,18720,2012-12-06 13:36:56
loveraaga,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:44,"['MUFC', 'MUNTOT']",1828,0,"Event Manager at 3rd Rock Entertainment, Music Composer!!
Manchester United Forever!!
Bombay Hemp Company 🍁",mumbai,250,6931,2009-10-20 18:51:30
UnitedAlways1,When will José learn never to sign anyone with the name “Sanchez” 🤣🤣 #MUFC #MUNTOT,2020-10-04 15:34:44,"['MUFC', 'MUNTOT']",0,0,Bringing United back to winning ways one tweet at a time! #MUFC,"Manchester, England",4022,2128,2018-10-04 23:03:58
Dope_Akeem,1-1 Real Quick #MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,1,The work you put in doesn’t always change people’s opinion about you but it does change your bank account 🤑💰so keep Hustling #DOPE #SCORPIO ♏️🦂,WorldWide...,1614,78401,2011-05-25 13:04:02
scottuz,Let the piss boiling begin🤣😆 #MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,"love MAN UTD,🇾🇪40+yrs
#MUFCfamily,🇾🇪
LET THE GOOD TIMES ROLL UP?
🌿420🌿✌🏼
🎸🎤🇾🇪"," North Wales,",522,18797,2011-05-11 23:49:23
OjStevieWonder,"Patrice Evra: ""Maguire, the captain. How many years has he been at #mufc? Just one. It shows that the club don't have any leaders to win trophies."" #mulive [@footballdaily] https://t.co/X72NGWZ48E",2020-10-04 15:34:44,['mufc'],2280,0,"..i Got Mo' Class than the Most of them.. ||| Lord Forgive Me for my Past, Present and Future... ...


The Woo Apprentice, R.I.P.P. The Woo Sensei 🤟🏾",LDN,550,33286,2012-10-02 18:56:46
JaapUnited,GET IN! #muntot,2020-10-04 15:34:44,['muntot'],0,0,"'Football, bloody hell!' #GlazersOut",,477,18433,2012-05-15 18:49:49
Teboho_Mpholo,Fuck!!! Maguire 🙆🏽‍♂️🤦🏽‍♂️#MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,"Photographer📷
IG : https://t.co/wMHwYzYSMn
YouTube: https://t.co/U8jqXQkgix
Premature Billionaire",Pluto016,3609,10975,2013-10-15 11:33:47
fonisnexkdeep,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:34:44,"['MUNTOT', 'FPL']",279,0,𝑰'𝒎 𝒃𝒖𝒔𝒚 𝒂𝒅𝒐𝒓𝒊𝒏𝒈 𝑺𝒆𝒐𝒌𝒋𝒊𝒏 🐹🐯 #BTSARMY #YNWA taejin jinv jinall alljin (TH/EN) trying my best to get used to English here,lfc 🔥neck deep 💜 bts ot7,334,132522,2011-03-11 13:54:44
LyndonBunce,80 Million fuck right off💩 #MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,22-01-14👨‍👧 26-08-17👨‍👧‍👧,"Hull, England",207,3065,2009-04-26 00:30:42
moore_girls,"You remember this 😂🤣👀

#MUNTOT",2020-10-04 15:34:44,['MUNTOT'],0,0,"||A graduate||
A proud fan of @LFC||
#Kopite ||#YNWA||
||A warrior @warrior||",,301,3379,2020-06-07 12:58:03
Jabueze,Maguire is an idiot #MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,C.E.O of nAiJaBmEdiA | DIRECTOR | EDITOR | COLORIST,"ÜT: 6.5937002,3.3411931",179,4578,2010-04-07 18:25:52
KankaraMusa,"What a kerma jose. Bruno will always be there to save the day💪♥️
#MUNTOT",2020-10-04 15:34:44,['MUNTOT'],0,0,Curiosity,"Katsina, Nigeria",48,35,2013-09-30 09:15:58
SydZuhairi,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:44,"['MUFC', 'MUNTOT']",1828,0,"Indeed we belong to Allah, and indeed to Him we will return.",,957,27668,2012-07-15 17:21:30
Tomfurness2,Lol shit defending from united gives spurs an equaliser #MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,"lifelong fan of Chelsea football club, love horse racing and speak a lot about politics.",,269,43206,2014-02-08 08:25:03
Ayobamiosinusi,"1-all
Ndombele
#MUNTOT",2020-10-04 15:34:44,['MUNTOT'],0,0,Jesus' Own - Social Media Elijah - Photographer - Videographer -Cartoonist - Footballer - Accountant - Graphics Designer - Digital Marketer - Avid Chelsea Fan,,552,36485,2016-08-11 07:48:30
DolapoOlunloyo,Lmaoooo...won to equalize...#MUNTOT,2020-10-04 15:34:44,['MUNTOT'],0,0,Never let them hear you coming.,abuja,1019,21010,2010-07-30 15:44:47
theopizzy,Alex Telles to #mufc is a done deal. The clubs have reached an agreement for €20m. He will have his medical tonight #mulive [@SkySportNewsHD],2020-10-04 15:34:43,"['mufc', 'mulive']",2816,0,E Pluribus Unum! | Man Utd ⚽️ | #Texans 🏈 #Ravens | Libra ♎️,"Katy, TX",1024,6555,2010-12-15 13:04:56
UnitedBrasil_,"1T/4': Gol do Tottenham

#MUNTOT | 1x1

#PremierLeagueNaESPN",2020-10-04 15:34:43,"['MUNTOT', 'PremierLeagueNaESPN']",0,5,Grupo de torcedores fanáticos pelo Manchester United. sempre dispostos a trazer noticias do maior clube do mundo para o Brasil e para o mundo! de fãs para fãs.,Brasil,5064,15535,2018-05-26 21:48:16
hillal99999,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:43,"['MUFC', 'MUNTOT']",1828,0,هلالي منذ الأزل,,973,168759,2014-08-07 23:59:28
Taiyeexx,Penchester United strikes again 🤦🏾‍♂️ #MUNTOT,2020-10-04 15:34:43,['MUNTOT'],1,0,Jesus loves you. 🇳🇬. MUFC,"Hackney, London",475,9161,2013-07-12 22:17:46
NitishMittal,"And on cue, Martin Tyler whips out the “pendemic” trope #MUNTOT",2020-10-04 15:34:43,['MUNTOT'],0,0,Analyst focused on the intersection of digital technology & business. Hope to live in a world where chicken can cross roads without having aims questioned,"London, United Kingdom",1139,24140,2009-03-10 07:53:49
davidahorgan,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:43,[],280,0,,,159,16986,2014-03-22 23:30:49
MrDwright_A,"Nine penalties in nine games involving Manchester united. Damn, penalty united #MUNTOT",2020-10-04 15:34:43,['MUNTOT'],0,1,Digital Communication Strategist||#TeamJesus|| Humanist,"Lagos, Nigeria",11135,23173,2010-12-09 14:27:06
AlaysaAbdul,It's going to be fun #MUNTOT,2020-10-04 15:34:43,['MUNTOT'],0,0,#ProudlyNigerian 🇳🇬 ‼️#Muslim 🕋🕌 ‼️Humanitarian ‼️Data Analyst ‼️AS Roma fan 🐺‼️R.I.P. Dad 07/08/03 😢 ‼️Tea ☕ addict ‼️#POH_Ambassador ‼️IG: alaysaabdul,"Kano, Nigeria",2086,94969,2010-11-15 12:52:39
ThatGuyAkshay,"The Pen-demic continues for @ManUtd 

#MUNTOT ⚽️",2020-10-04 15:34:43,['MUNTOT'],0,0,"Happiness is when what you think, what you say & what you do are in harmony",Wembley Central/Alperton ,2386,37637,2017-12-24 19:37:45
kirlvin,80 mill in the bin #MUNTOT,2020-10-04 15:34:43,['MUNTOT'],0,0,Kelvin not Kevin,"Dublin City, Ireland",1,165,2019-02-07 14:45:46
tierney383,#MUNTOT Maguire is a fuckin Donkey,2020-10-04 15:34:43,['MUNTOT'],0,1,UFC. F1. MAN UTD. ANIMALS. TRAVEL. LIFE.,"Manchester, England",234,9170,2015-01-05 18:48:40
SANTIAGOSUPREMO,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:34:43,['MUNTOT'],711,0,informático apasionado de mi trabajo y todas sus ramas yo sobreviví a esta jungla que empezó a torcerse apartir de 2011 xD #Supremo él fútbol mi pasión #98,ESPAÑA,207,26470,2012-07-17 20:42:18
architkulk,Defensive Masterclass NOT #MUNTOT,2020-10-04 15:34:43,['MUNTOT'],0,0,imma bounce,Lost,143,2470,2009-12-25 11:17:56
BenWatsonAFC,New FA Guidelines state that Manchester United to be awarded a Penalty at the start of every Premier League game for the remainder 2020/21 season. #PL #MUNTOT https://t.co/kk06kTWrSc,2020-10-04 15:34:43,"['PL', 'MUNTOT']",0,0,A World Cup and 2x Euro winner replied to my question :Arsenal FC: Business Email: benwatson1123@outlook.com,Nottingham ,748,15460,2013-04-12 21:48:22
Sskrr93,Wtf man #MUNTOT,2020-10-04 15:34:43,['MUNTOT'],0,0,You Got A Problem With Me? Get My Number & Phone It🤙🏾 (ngl I won’t even answer),"New Addington, London",1053,58198,2011-01-01 23:35:36
andydonald_,What a start to this game 😮😮 #MUNTOT,2020-10-04 15:34:43,['MUNTOT'],0,0,Cristiano's the best ever,"Scotland, United Kingdom",287,23634,2013-04-17 15:16:17
dnkoni,"One one 😊😊😊
#TottenhamHotspur 
#MUNTOT",2020-10-04 15:34:43,"['TottenhamHotspur', 'MUNTOT']",0,0,"Any Relationship without God is nothing!! 
Refusing to be Kaizer Chiefs joke 😒😒
 Barca and Chelsea FanAtic
Mgijimi 🏃🏃
Gym addict 🏋🏋 💪💪
Bitcoin DM 🚫🚫","Atteridgeville, South Africa",1378,20922,2011-07-20 06:43:48
realslackman,GOAL: Guess who with a guess what. 1-0. #MUNTOT,2020-10-04 15:34:42,['MUNTOT'],74,0,he / him,,287,7590,2013-05-11 11:57:12
shitiscrazyyy,"BRUNO FERNANDES DOES IT AGAIN ⚽️

#MUNTOT https://t.co/Ul1ByCygss",2020-10-04 15:34:42,['MUNTOT'],304,0,HAHAHAHAHA*,Sakumono,746,15485,2017-08-12 02:49:08
