username,text,tweetcreatedts,hashtags,retweetcount,likecount,acctdesc,location,followers,totaltweets,usercreatedts
aoex1147,"🚨 Here's how we line up to take on Spurs this afternoon! 📋

#MUFC #MUNTOT",2020-10-04 15:31:53,"['MUFC', 'MUNTOT']",4656,0,サッカーとゲームと映画と僕。,,481,5065,2013-03-28 06:47:20
Luckyson_7,Sonny &amp; Kane #MUNTOT https://t.co/EcvhNX7em3,2020-10-04 15:31:53,['MUNTOT'],61,0,💙토트넘💙,,120,5084,2020-06-17 18:54:04
jadedoptimist7,early pen get in #mufc,2020-10-04 15:31:53,['mufc'],0,0,"mufc
anime + manga
combat sports","Manchester, England",11,98,2020-08-16 07:26:06
KefuweMahlangu2,A pen so quickly #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,0,basically talk shite...in a toxic relationship with the club I support,,40,5173,2018-12-20 12:49:21
MOMOJTV,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:53,"['MUFC', 'THFC']",433,0,"Youtuber // #ManUtdFan &#BARÇAFAN //Lakers 💜 

Followed by the 16 Time WWE Champion 
@JohnCena","Wien, Österreich",264,25563,2014-11-24 01:28:50
fraaz_ahmed,Typical.. Pen already #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,0,🇬🇧 Born n a Raised in Nottingham| 🇦🇪 now living in Dubai. YNWA,"Dubai, United Arab Emirates",364,2108,2010-12-17 02:20:17
FAHED05271912,"LIVE STREAMING !!

Manchester United vs Tottenham Hotspur   
 
#MUNTَOT

LIVE MOBIL1  https://t.co/9ObuBGRDfE 

&amp;
&amp;

LIVE MOBIL2  https://t.co/9ObuBGRDfE

&amp;
&amp;

#MUNTَOT https://t.co/28mcKWrU6Z",2020-10-04 15:31:53,"['MUNTَOT', 'MUNTَOT']",0,0,,,5,72,2020-08-09 08:19:58
astro_PaulV,Hilarious. 30 seconds in. #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],20,0,Budding Astronaut. Reluctant Spurs fan.  /,"London, England",283,16084,2011-01-01 17:44:32
Rasel1498,Already... #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,0,COYS 💙,North West London,331,13174,2011-02-06 19:48:03
AminaMo_,30 SECONDSSS #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,0,Justice for Breonna Taylor #Mufc,"Boston, MA",1250,42484,2012-08-28 02:59:45
oskarr_07_,wtf a pen already? #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,3,❤️⚽️❤️ | 🔔,,269,3859,2020-09-02 06:02:29
tripradityaa,"Under way at Old Trafford — come on United! 🔴⚪⚫

#MUFC #MUNTOT",2020-10-04 15:31:53,"['MUFC', 'MUNTOT']",262,0,"乃木坂46💜阪口珠美💛

Bahasa/日本語勉強中/(Broken)English✌🏼","Bandung, インドネシア🇲🇨",1719,76040,2011-01-24 17:24:51
ricky9537,Penalty Manchester United! #MUNTOT #PremierLeague,2020-10-04 15:31:53,"['MUNTOT', 'PremierLeague']",0,0,"23. Video Game and Film enthusiast, sport lover and an all round nerd.",Nottingham,454,26977,2012-03-30 14:05:09
donny_moni,W)n shout! #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,1,"..yet not i, but CHRIST LIVETH IN ME! Gossip of the Gospel ! IG = @donny_moni, @donnyz__ & @bff_ministries #UNITED",In Christ !!,884,28788,2012-01-04 08:38:30
jolomiii,"Fastest Penalty ever, where’s Penaldez #MUNTOT",2020-10-04 15:31:53,['MUNTOT'],0,0,🥀 . rare . 🍃 . Alien . Dr,"Warri, Nigeria",495,4264,2016-09-28 08:26:24
xeraspace,"Kick off.

#TOTMUM
#MUFC",2020-10-04 15:31:53,"['TOTMUM', 'MUFC']",0,0,X🇳🇬,Nigeria,77,5550,2020-07-04 15:47:44
xPelekick,ONLY 30 SECONDS IN AND WE GOT A PEN!! #MUFC,2020-10-04 15:31:53,['MUFC'],0,0,Football ⚽️🇦🇹🇷🇸 #mufc,,1,15944,2012-07-21 07:22:08
tangsuyuks,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:53,"['MUFC', 'THFC']",433,0,💜🏐🐰,,285,51015,2010-06-03 15:26:37
StevePaulo,Well that was fast 🙄 #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,0,Software Engineer @blendlabsinc | Xoogler | @PastimeLabs & @WearMousetees | Certified Somm | Fantasy sportser | Disney nut | DCA stan | NorCal native | #COYS,he/him,1717,34833,2007-11-02 21:39:42
LeoSmarrt,"Watch Live online Manchester United vs Tottenham Hotspur | Premier League Live Streaming  - https://t.co/yH6tWc35RX

#MUNTOT #PremierLeague #MUFC #THFC  #COYS  #EPL",2020-10-04 15:31:53,"['MUNTOT', 'PremierLeague', 'MUFC', 'THFC', 'COYS', 'EPL']",0,0,"End is not the end, in fact E.N.D is “Effort Never Dies” & if you get NO in answer then remember NO is “Next Opportunity” Always be positive",,180,295,2020-05-26 11:14:56
mosco__lino,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:31:53,[],23283,0,"♠Scorpio geng ♏
♠Twitter ▶ a classroom.
♠MuFC⚽","Atlanta, GA",4853,143484,2016-11-07 14:09:54
chilinolasco,Alex Telles and Edinson Cavani are both scheduled for #mufc medicals this afternoon. It’s going to be very busy at Carrington!,2020-10-04 15:31:53,['mufc'],172,0,Aguante Zekito y la CA,,231,26371,2014-10-20 21:13:25
Nichola14021228,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:53,['MUNTOT'],710,0,Ask me .,Port Harcourt,0,38,2020-10-01 16:26:07
niyialimi,Penalty United 🤣🤣😂 #MUNTOT,2020-10-04 15:31:53,['MUNTOT'],0,1,I tweet my opinion. Not interested in how it makes u feel. I am not an Influencer. Insult on my post=Block. life’s too short to be stressed by a stranger,Here and there,10681,8103,2012-06-24 04:38:25
TheBoluSport,"No time to check time... The season just began... penalty to United. 

#MUNTOT",2020-10-04 15:31:53,['MUNTOT'],0,0,Broadcast Journalist. Freelance Writer. NPFL Amébo. #ManUtd #Atalanta,"Lagos, Nigeria",2234,54737,2012-01-04 12:45:44
Saurabinho,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:31:53,[],3316,0,"Lifelong learner. Manchester United❤️.
McLaren F1 Team.
Full Stack Software Developer
#MUFC #McLaren","Nagpur, India",169,5190,2012-04-16 09:05:34
ChrisDobbertean,Well then. #MUFC,2020-10-04 15:31:52,['MUFC'],0,0,College hoops bracketology @sbnation. Training developer/editor. @UF alum (broadcast/poli sci). I REALLY don't #sticktosports. You’ve been warned.,Chicago,3405,125591,2008-11-19 16:45:09
Em_Mozay,Yesssss it’s a penalty #MUNTOT hahaa,2020-10-04 15:31:52,['MUNTOT'],0,0,"CEO Aminci Exclusive Materials. Everyone is important..Motto (You walk the walk, we talk the talk) #Construction work #Programmer #Estate Agent #MUFC","Kaduna, Nigeria",1797,38860,2012-06-14 20:33:16
Ringo_MUFC,"PENALTY FC WE BACKKKKKKKK.

#MUNTOT",2020-10-04 15:31:52,['MUNTOT'],0,0,Neymar stan || MUFC || Martial FC,,63,1533,2020-02-12 07:00:17
TheUtdArena,"1' : Martial wins a penalty for United.

#MUFC #DB  #MUNTOT #PL",2020-10-04 15:31:52,"['MUFC', 'DB', 'MUNTOT', 'PL']",0,1,"Manchester United Fans Community Daily Manchester United News, Quotes, Stats & Updates | Instagram - 29.5K Followers | Facebook - 30.1K Likes",,525,9789,2019-08-09 17:48:26
OfozoD12,Man Utd and Penalties 😂😂 #MUNTOT,2020-10-04 15:31:52,['MUNTOT'],0,1,|| God’s Greatest Creation || Therapeutic Civil Engineer👷🏽‍♂️|| Gamer🎮,"Lekki, Nigeria",5173,62086,2012-05-19 09:07:53
XPL77,Kick Off #MUNTOT https://t.co/fies4Jlii8,2020-10-04 15:31:52,['MUNTOT'],1,2,"We Share Links For All Premier League Games 
#MUFC #LFC #CFC #AFC #THFC #WBA #LCFC #EFC  #MCFC #UTC #COYI #LUFC  #NUFC #SaintsFC #XEPL #EPL  
All Are Fre",United States,17335,269,2019-08-30 00:39:29
Owen_J7,Machester United and Penalties #MUNTOT https://t.co/9gTJAsCy9H,2020-10-04 15:31:52,['MUNTOT'],1,6,*Nothing to see here*,Mars,13869,13238,2017-07-08 20:57:41
Wilamepereira,"Manchester United vs Tottenham

Stay high-quality HD match

Free Hyperlink’s Right here ↓↓↓↓

Hyperlink : https://t.co/W62Sv6aWsa

Stay : https://t.co/W62Sv6aWsa

RTWET + LIKE

#MUNTOT #MUFC https://t.co/W1fJSDnqGA",2020-10-04 15:31:52,[],7,0,,,1,520,2013-03-04 03:53:23
clopeck55,Utd breaking their own records 35sec in pen #MUNTOT 😂,2020-10-04 15:31:52,['MUNTOT'],0,0,always a green #pafc 💚Rangers up north 💙 Lifes to short to worry about fuck all JUST ENJOY IT MARRIED to @cherbear80 ❤️ Insta clopeck55 👍,Plymouth UK,989,29672,2011-03-20 16:56:57
HammedOlayemi17,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:31:52,[],3316,0,#Islam Is The Way// #MUFC🔴// #Cute Muslim // #I Stan CR7🐐 #Email: Olayemihammed16@gmail.com,"Lagos, Nigeria",396,11686,2020-05-06 08:32:45
Sbu_TheFresh,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:31:52,[],23283,0,"I am a caffeine based life-form ☕
Kaizer Chiefs✌️💛| Manchester United ❤️👹","Midrand, South Africa",1093,5607,2012-06-23 08:22:06
LabdonToby,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:52,"['MUFC', 'THFC']",433,0,"19, London ⛳️  
COYS

Pro Shop assistant","Enfield, London",432,3041,2017-07-17 09:12:52
MykulGoon,30 seconds in... Penandez got the ball on the spot #MUNTOT,2020-10-04 15:31:52,['MUNTOT'],0,1,It’s really not that deep.,London,423,57193,2009-07-04 21:45:52
HazardKhai,Ah pen to United lol. Already hahaha #MUNTOT,2020-10-04 15:31:52,['MUNTOT'],0,0,🇸🇬// Insane in the membrane // @ChelseaFC ⚽🏀 🏎,Singapore ,343,11950,2019-12-14 17:25:51
Tom_Tom23BJ,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:52,['MUNTOT'],710,0,"it's 2020 y'all, it's either you eat or be eaten.
dreams: be a quidditch player",,2969,190299,2009-10-10 13:48:26
united_focus_,1' - #mufc vs Tottenham is underway at Old Trafford #mulive,2020-10-04 15:31:52,"['mufc', 'mulive']",20,0,FOLLOW ME for a QUICK FOLLOW BACK. #MUFC #MUFC_News #MUFC_Updates #1DDrive #TEAMSTALLION #1FIRST #TEAMSIL #MGWV #1EmpireDrive #TM_RUBY #GlazersOut #WoodwardOut,🌍🌎🌏,5869,49299,2019-04-02 16:34:05
bltjeleven,"29 SEC penalty, 😂😂😂😂😭 #MUNTOT",2020-10-04 15:31:52,['MUNTOT'],0,0,"23, employed. former Overwatch Open Division contender, current Valorant casual (Jett main). Supporting a trash football club .","Petaling Jaya, Selangor",12,777,2017-06-20 13:43:02
Adam_Meredithx,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:31:52,[],3316,0,Huge @LFC fan⚽️ Boxing and Mixed Martial Arts lover🥊👊🏼 Tattoo enthusiast💉,"Ebbw Vale, Wales",656,24618,2011-12-18 15:31:00
pramuditq,#mufc have scheduled medicals for Edinson Cavani and Alex Telles at Carrington later today #mulive [men],2020-10-04 15:31:52,"['mufc', 'mulive']",1067,0,,,309,43654,2011-02-08 14:06:02
pKosgeii,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:31:52,[],23283,0,nothing is nothing,Eldreet-Kisii,2375,2182,2018-02-06 14:50:33
richie_kawere,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:52,['MUNTOT'],710,0,"🇷 🇮 🇨 🇭 🇮 🇪    🇱 🇪 🇻 🇮 🇳

            Recalcitrant | Dark Traits |
 Be careful not to choke on your aspirations |
 Manchester United ❤","Kampala, Uganda",401,1853,2010-08-26 04:02:49
JasonMi66533775,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:52,['MUNTOT'],710,0,king of rock and roll,United States,2551,7843,2017-04-23 20:19:11
RizviTasnimul,"#ARSSHU #MUNTOT #pnefc #ProudBoys #sundayvibes #SundayMorning #AskFFT #SEVENTEEN #staged #WetBuzzardFart #wordpresswebsite #Fiverr #WordPress

Hire me:
WordPress business website for you or Landing page for services or Product

Also, get some discount here
https://t.co/ypYszIy0ne https://t.co/9ofkvY4ulN",2020-10-04 15:31:51,"['ARSSHU', 'MUNTOT', 'pnefc', 'ProudBoys', 'sundayvibes', 'SundayMorning', 'AskFFT', 'SEVENTEEN', 'staged', 'WetBuzzardFart', 'wordpresswebsite', 'Fiverr', 'WordPress']",0,0,Fear Not Anything #WordPress #web #EmailMarketing #eCommerce #website #virtual_assistant,"Dhaka, Bangladesh",272,749,2018-11-23 18:39:03
GOAL_ID,"KICK-OFF! #ManUnited 🆚 #Tottenham

LIVE: https://t.co/3RfbmC0XAr

#MatchdayGoal #EPL #MUNTOT https://t.co/Orwdn0mpsr",2020-10-04 15:31:51,"['ManUnited', 'Tottenham', 'MatchdayGoal', 'EPL', 'MUNTOT']",0,3,"Satu olahraga, Satu tujuan, Satu obsesi",Indonesia,2227121,393731,2009-03-28 07:56:00
LM_0200,50 seconds and it's a penalty 😭😭😭 #MUNTOT,2020-10-04 15:31:51,['MUNTOT'],0,0,Fuck Steve Bruce #BruceOut,,127,11413,2020-01-02 23:30:55
KeepltRaaz,Come on United 🔴  #MUFC #MUNTOT https://t.co/gnOzB4uxHd,2020-10-04 15:31:51,"['MUFC', 'MUNTOT']",1,0,Talk about Football and Manchester United #GGMU I #MUFC 📸 🇳🇵,,1438,9690,2018-05-14 09:46:49
Codga58,"Fucking 30 seconds for a penalty, what a surprise! #MUNTOT",2020-10-04 15:31:51,['MUNTOT'],0,0,Just Me.. Colin,,14,300,2013-10-24 21:06:15
MDPB1893,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:51,"['MUFC', 'THFC']",433,0,"liberal,Demócrata,Estudiante de ingeneria de mantenimiento industrial, Venezolano de nacimiento","Barranquilla, Colombia",573,72374,2011-05-17 20:40:59
FootballKickass,Lets go TONY #FPL #EPL #Mufc #GGMU #MUNTOT https://t.co/dc5gd5DkJU,2020-10-04 15:31:51,"['FPL', 'EPL', 'Mufc', 'GGMU', 'MUNTOT']",0,0,"Football Gamer🎮 & a dedicated PES Content Creator.
110,000+ YouTube Family 😇
https://t.co/nmCc2panyp
🔜🔛🔝💯
Email Me📧 : kickassfootball9@gmail.com",,964,3991,2017-06-10 07:42:29
_prodenotmyname,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:51,"['MUFC', 'THFC']",433,0,"RM, THFC, BVB, EDF",ร้านกุ้งเผาหลังเดอฟรองซ์🦐,82,35809,2018-05-28 16:00:10
nauffaliqbal15,PENALTY! #MUFC,2020-10-04 15:31:51,['MUFC'],11,0,my previous acc has been suspended,,209,4020,2019-06-08 22:42:28
asoufan96,Penchester United. We back 😍😍😍 #MUNTOT,2020-10-04 15:31:51,['MUNTOT'],0,1,Twenty-Four | 9/10 things I tweet are sarcastic |,"Melbourne, Australia",160,45066,2013-11-17 23:43:29
LewT93x,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:51,"['MUFC', 'THFC']",433,0,,"Manchester, England",582,113524,2010-07-16 14:52:29
Buhlephoko,What was that!!! #MUNTOT,2020-10-04 15:31:51,['MUNTOT'],0,0,we living in interesting times || follow me on instagram @buhle_4_lephoko,Nelspruit,1211,4163,2014-05-06 19:38:12
ThierryHungry,"lol i love anthony taylor, fastest PL penalty in history
#MUNTOT",2020-10-04 15:31:51,['MUNTOT'],0,1,express your hunger with the stamina of your motivation,,14,302,2020-08-14 13:07:04
iankariuki16,Not even a minute in😂😂😂😂 #MUNTOT,2020-10-04 15:31:51,['MUNTOT'],0,0,"❌so you're here well thats nice
👊✖
🇰🇪",One of the dating apps,49,1739,2015-11-17 22:21:09
myrulabdaziz,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:31:51,[],23283,0,,Ipoh,489,42206,2016-05-27 14:12:25
Abel_Olabode,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:51,['MUNTOT'],710,0,"• Graphic & Web designer... 
• I love Kendrick Lamar and Chelsea",Undecided,5474,22078,2018-10-15 17:09:18
aniket_mancity,"29th second 😂. Penchester United
#MUNTOT",2020-10-04 15:31:51,['MUNTOT'],0,0,Backup for @mcfcani06,,141,196,2020-07-07 16:34:41
tricia_theseira,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:31:51,[],3316,0,"SG Based, 22y/o this year",,502,114627,2012-08-10 09:32:35
bigplaysalim,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:31:51,[],3316,0,Still completely overwhelmed with the grace of God.. My club is bigger than yours! #MUFC,+233,425,18177,2017-06-21 10:32:53
Fabinthin04,"Lmfaio penalty already
#MUNTOT",2020-10-04 15:31:50,['MUNTOT'],0,0,"Gooner 🔴 most tweets on #Arsenal #AFC #COYG |
BFC | 🎾Nadal | 🏁Ferrari | RCB🔴 | Hockey | Music🎵🎧 sports or nothing |
CTM engineer | Some politics😁",Bangalore,411,23886,2011-05-20 12:33:43
NoNameParkLane,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:50,"['MUFC', 'THFC']",433,0,Your favourite Kent based Spurs fan. 99.98% football tweets. 0.01% basketball. 0.01% other.,HS1,336,3228,2020-06-18 21:00:54
Desi_Pitt,No way!!!!! #MUNTOT,2020-10-04 15:31:50,['MUNTOT'],0,4,Radical Indian,,106,4093,2019-10-30 09:36:26
TUMOPHONIK,Penalty FC has arrived #MUNTOT,2020-10-04 15:31:50,['MUNTOT'],1,1,"❤️💯 Liverpool FC,Networking, Marketing,Internal Auditing Graduate 👩‍🎓,Kaizer Chiefs✌️🖤💛",Vanderbijlpark-South Africa 🇿🇦,299,6618,2011-04-28 16:09:33
ninishappsari,"Under way at Old Trafford — come on United! 🔴⚪⚫

#MUFC #MUNTOT",2020-10-04 15:31:50,"['MUFC', 'MUNTOT']",262,0,Ibuku segalanya ❤️,"Gunungkidul, Yogyakarta",1169,17606,2012-03-02 02:22:11
Mayorbello,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:31:50,[],23283,0,"function Life(joy, pain) { return chaos }",Hospital,290,169363,2009-12-12 17:38:42
ShirleyDKD,30secs in and out penalty comes... Christmas came early today...#MUNTOT,2020-10-04 15:31:50,['MUNTOT'],0,0,God is my EVERYTHING,,998,2610,2014-06-14 05:20:36
NHotspurs,"Game on

🔴 #MUFC 0-0 #THFC ⚪
#COYS #THFC",2020-10-04 15:31:50,"['MUFC', 'THFC', 'COYS', 'THFC']",0,2,Official account for Tottenham Hotspur fans in Nigeria|@SpursOfficial|Dm for link to the WhatsApp group,Nigeria,508,899,2019-10-27 19:59:38
HxCFootball,Penalty for Manchester United. That never happens! #MUNTOT,2020-10-04 15:31:50,['MUNTOT'],1,1,"An intense look at the World’s Game by 2 passionate Americans, @bakiavelli and @xhakapologist. Available on Spotify, Apple Podcasts, and Google Play",,63,168,2020-09-12 21:23:11
TheJohnMario,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:50,['MUNTOT'],710,0,"WHAT'S UP, EVERYBODY?! My name is John Mario and this is my Twitter account! Racism has to stop! Enough is Enough. #BlackLivesMatter",I'm in a country on Africa!,459,133682,2019-05-04 10:35:01
ivanbenne77,"1 - We're underway at Old Trafford.

𝗖𝗢𝗠𝗘 𝗢𝗡 𝗬𝗢𝗨 𝗦𝗣𝗨𝗥𝗦! 

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:50,"['MUFC', 'THFC']",92,0,,,13,240,2020-03-28 16:59:10
iseultcody,Fuck me a penalty already #MUNTOT,2020-10-04 15:31:50,['MUNTOT'],0,1,"One of a kind & one is more than enough! boxing mad, MMA loving sole member of the DRAGONS Dublin fan club!❤️GAA devotee (known2frequent Junior B games)!",Ireland,2665,45957,2009-06-05 18:31:54
DevilPeaky,1' - #mufc vs Tottenham is underway at Old Trafford #mulive,2020-10-04 15:31:50,"['mufc', 'mulive']",20,0,"Joker of life , Fan account and Manchester United's best DoF! Well , could be fun!",,211,104094,2019-06-22 17:13:05
MUFC_Transfers2,Penaltyyyyyyyyyy for #MUFC,2020-10-04 15:31:50,['MUFC'],0,1,"With the strengh of crowd
We are reds and we are proud
#MUFC🔴
@manutd
All the manchester united news here","England, United Kingdom",41,146,2020-08-27 07:32:26
C_Keshav,Just one more transfer to make now #JS7 👀🙌 #MUFC https://t.co/QaE8aLtee0,2020-10-04 15:31:50,"['JS7', 'MUFC']",87,0,General football analyst. Hardcore Manchester United fan.,"Jakarta, Indonesia",142,19113,2009-07-25 13:22:26
1hrSPORT,"The match underway at Old Trafford.

0-0 #MUNTOT",2020-10-04 15:31:50,['MUNTOT'],0,0,1hrsport Media equals sports news and entertainment.,World,1022,31565,2014-03-24 15:19:49
JiggyESQ,Alex Telles was about to fly to Brazil for international duty before a deal was struck between #mufc and FC Porto #mullive [@JBurtTelegraph],2020-10-04 15:31:50,"['mufc', 'mullive']",230,0,"advocatus diaboli
 “and you should be careful perpetuating old fashioned patriarchal ideologies”  
red hot silly peppers  🌶",the ghetteaux,7105,271529,2013-02-15 19:14:17
JuniourVinny,Let's do this lads #MUNTOT #GGMU,2020-10-04 15:31:50,"['MUNTOT', 'GGMU']",0,0,HSBC member / (Entrepreneur to the core)...Political center Point... God's speed for us all..,U.A.E - Asia - Africa,917,38507,2011-08-03 12:11:02
ichbinroy94,ARE YOU KIDDING ME? #MUNTOT,2020-10-04 15:31:50,['MUNTOT'],0,0,Indulges into humour | Shoe buzz | Craves food | @Arsenal fan | Mercedes AMG Petronas F1 Team,,213,671,2018-01-27 13:06:59
alliMuhammed_o,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:50,['MUNTOT'],710,0,6’4 🇳🇬 🕋 Always Here Always Watching •Retired Sports Fan•,"Boston, MA",241,5857,2016-01-04 16:08:12
keep1249,"Son lamela, and kane. 3 goals

Penalruno    1 goal 

#MUNTOT",2020-10-04 15:31:49,['MUNTOT'],0,0,I don't want em to follow me but all Twitter twelebrities must know that us small accounts make em what they are.,Cape Town 🇿🇦,339,4117,2020-03-17 05:18:20
Talulamaniacos,"Premier League🏆
Live Stream HD 

Manchester United vs Tottenham Hotspur 

&amp;&amp;&amp;&amp;&amp;&amp;

Mobile HD 👉 https://t.co/L16JyeXQdl
Youtube HD 👉  https://t.co/L16JyeXQdl
PC 👉 https://t.co/L16JyeXQdl
4K 👉 https://t.co/L16JyeXQdl

🔜#َMUNُTOTِ  ⚽",2020-10-04 15:31:49,[],5,0,"O sonho só termina quando desistimos de sonhar. 
Te apoiaremos em todos os momentos.
Defenderemos esse sorriso pra sempre.
Since:09/02/11",Rio de Janeiro,343,3989,2011-02-09 13:59:59
RMX_Blast,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:31:49,['MUNTOT'],710,0,"In the nightlight, do you see what you dream?",Coup d'État,242,268087,2011-05-18 09:10:28
abnercaios,"Premier League🏆
Live Stream HD 

Manchester United vs Tottenham Hotspur 

&amp;&amp;&amp;&amp;&amp;&amp;

Mobile HD 👉 https://t.co/L16JyeXQdl
Youtube HD 👉  https://t.co/L16JyeXQdl
PC 👉 https://t.co/L16JyeXQdl
4K 👉 https://t.co/L16JyeXQdl

🔜#َMUNُTOTِ  ⚽",2020-10-04 15:31:49,[],5,0,,,260,374,2011-04-28 01:59:41
ShelfPod,"Seriously Sanchez 

Can't argue with that one.

#MUNTOT",2020-10-04 15:31:49,['MUNTOT'],0,1,"Spurs from a new perspective. Join Andrew & Kwab’na as they go through what's happening at Hotspur Way. Transfers, history, tactics, fans, players & much more!",,2168,1758,2020-03-17 02:41:43
holtbyyyy,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:49,"['MUFC', 'THFC']",433,0,Tottenham supporter,,89,906,2013-07-13 12:12:17
GazBFrance,"Not even a minute on the clock 😁
🇾🇪
#mufc #ggmu #MUFC_FAMILY #MUNTOT",2020-10-04 15:31:49,"['mufc', 'ggmu', 'MUFC_FAMILY', 'MUNTOT']",0,2,"Writer. Author of 'Life, Liberty, and the Pursuit of United.' Available on Amazon. Husband. Dad. United Mad. A Life full of Music!",🇬🇧👉🇺🇲👉🇬🇧🔴⚪⚫,4307,13688,2017-10-08 14:30:50
UndergroundSpur,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:31:49,"['MUFC', 'THFC']",433,0,I dream of being megged by Dele Alli. Spurs till I Die #COYS,LA,447,7507,2014-01-02 23:05:47
m_rinandar,"Kick Off 
#MUNTOT",2020-10-04 15:31:49,['MUNTOT'],0,0,"Kaum edit-edit Foto 📸
Bukan member dari kaum rebahan ⛔
Sedikit Gila 🦒
Study, Implementation, Analysis 🖌",Indonesia,1101,31378,2013-03-21 14:20:36
Mikeyyy1989,"A Man Utd penalty within 30 seconds, imagine my shock. 😲 #MUNTOT",2020-10-04 15:31:49,['MUNTOT'],0,0,@LUFC 👊🏻⚽️💙💛,"Leeds, England",29,2215,2020-08-31 18:22:44
Haido___,"Penalty 
#MUNTOT",2020-10-04 15:31:49,['MUNTOT'],0,1,Doctor Of Veterinary Medicine In The Making||RIP DAD|| I love my mum||Manchester united || Bazamfare ||Dogs🐺 TEA-ADDICT😍 ||Muslim || philanthropist ||,"Zamfara, Nigeria",5035,85280,2011-12-12 07:07:36
notmunya,"Kick Off 
Manchester United vs Tottenham 
#MUNTOT https://t.co/KKNlHfVRqb",2020-10-04 15:31:49,['MUNTOT'],0,0,𝕬𝖓 𝖆𝖉𝖚𝖑𝖙 𝖍𝖚𝖒𝖆𝖓 𝖒𝖆𝖑𝖊| #MUFC @MyUnited20,Abu Dhabi,5885,7948,2010-07-11 18:34:29
sohail_ali_96,Telles &amp; Cavani Medicals tonight changes nothing still need RW pay the money! Absolute shambles this transfer window #MUFC,2020-10-04 15:31:49,['MUFC'],0,1,,"Manchester, England",577,37737,2014-08-15 07:56:51
