username,text,tweetcreatedts,hashtags,retweetcount,likecount,acctdesc,location,followers,totaltweets,usercreatedts
saybongo,"Goal. Son gives Spurs the lead. 1-2.

#MUFC #MUNTOT",2020-10-04 15:56:05,"['MUFC', 'MUNTOT']",1038,0,"God is the greatest. @ManUtd and Boston Celtics fan.
I stan @santandave1.",Accra,1400,28883,2017-07-23 07:57:21
bailey8913,Maguire is just an expensive version of Phil Jones who has better PR. #MUNTOT,2020-10-04 15:56:05,['MUNTOT'],1,0,mufc are life love acoustic guitars,United Kingdom,1637,2007,2019-09-29 07:01:29
abhaymudele,Oh my God! Son should have dinged that! Fucken hell! #MUNTOT,2020-10-04 15:56:05,['MUNTOT'],0,0,"Advertising Executive at Transsion









































(@tecnomobile @InfinixNigeria)",Nigeria,3249,88637,2011-09-10 17:56:14
farhxnrosli,"3️⃣goals in the opening 7️⃣ minutes of a #PL match for the first time since April 2010 😅

#MUNTOT https://t.co/YhXIAKafKC",2020-10-04 15:56:05,"['PL', 'MUNTOT']",526,0,i just hate myself,,5261,296319,2012-11-22 20:29:28
NicClaypole,"Son in the #PL under Jose Mourinho:

Played: 24
Goals: 13
Assists: 8
#FPL Points: 151 (6.3 per game)

That's the most of any Spurs player in that time

#MUNTOT https://t.co/XGuODr7TSw",2020-10-04 15:56:04,"['PL', 'FPL']",215,0,|| Tech Enthusiast || Basketball || Empaako Amooti || Motion Graphics || Child Of The World || Rejected Model || Digital Marketer|| Travel Guru ||,"Kampala, Uganda",21276,55249,2016-02-03 15:15:35
faiztastic_,"All hail Lord Harry Maguire.
#TOTMUN",2020-10-04 15:56:04,['TOTMUN'],0,1,Wishing I could thanos snap 2020 away :/,"Mumbai, India",36,376,2019-03-24 14:10:17
Keke_M_,"See, it's simple. No penalties. No party. #MUNTOT",2020-10-04 15:56:04,['MUNTOT'],0,0,IT student👩‍💻 🖥️📚||ASD🧠💭|| @ClashofClans⚔️🛡️ @PUBGMOBILE Gamer🎮 || @ChelseaFC💙 @FCBarcelona⚽ || Socially awkward 🙈 || coffee addict☕,051,2249,9054,2017-08-05 14:46:50
dokubo_kenneth,"Maybe if we wear SARS uniform and start killing cows, our president would do something

This is the same thing we get since 2017 we need a total overhaul and Restructuring of FSARS

IGP BANS FSARS Naira Marley #MUNTOT #EndSarsNow #LayconXAccolades https://t.co/kZJGKf0pHw",2020-10-04 15:56:04,"['MUNTOT', 'EndSarsNow', 'LayconXAccolades']",14,15,"Am a gentle man; a lover of good Music,Politics,a peace maker. A Resourcefully Efficient  Administrator above all Jesus Loves you but am his FAVOURITE","Rivers, Nigeria",385,1201,2016-11-29 07:44:38
Kelvotugis,"Maguire when you will have free time at home please go and check what kind of captaincy does United have. Robson, Cantona, Schmeichel, Keane, Neville, Vidic, Evra. Please resign and give it to another person who has character and charisma. You aint shit.

#MUFC 
#PLRMC",2020-10-04 15:56:04,[],1,0,𝓶𝓪𝓷𝓬𝓱𝓮𝓼𝓽𝓮𝓻 𝓾𝓷𝓲𝓽𝓮𝓭 𝓲𝓼 𝓶𝔂 𝓱𝓮𝓪𝓿𝓮𝓷,,1010,10492,2015-04-18 11:10:14
ohemaadufiegh,"Searching for a response...

@MarcusRashford has hit the post and @MasonGreenwood's shot went just wide of the woodwork.

#MUFC #MUNTOT https://t.co/MfQjVwJqIX",2020-10-04 15:56:04,['MUFC'],197,0,"Manchester United Football club
#exo #chanbaek #baekhyun #chanyeol #찬열 #백현이 #엑소 #찬백","Kumasi, Ghana",1354,189742,2016-01-16 15:44:13
mmirzasyahmi,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:56:04,[],23274,0,"Saya jual popcorn 🍿
Kalau nak beli popcorn 👉https://t.co/kNkfHGkSrb",Malaysia,709,30718,2014-11-27 08:05:05
Mophils,United have scheduled medicals for Edinson Cavani and Alex Telles for later today at Carrington. #mufc,2020-10-04 15:56:03,['mufc'],2106,0,The dream is free; the hustle is sold separately!!! #MUFC #DubNation,"Lagos, Nigeria",527,20286,2010-12-13 16:00:36
Coldplay91,"“Hello, my name is Harry Kane. How may I assist you, son?” #MUNTOT https://t.co/zg3I169DxX",2020-10-04 15:56:03,['MUNTOT'],59,0,imma here just to ruin your day :),"Srinagar, Jammu And Kashmir",361,53647,2010-04-13 11:56:45
nazrulrahim_,"Goal. Son gives Spurs the lead. 1-2.

#MUFC #MUNTOT",2020-10-04 15:56:03,"['MUFC', 'MUNTOT']",1038,0,kenapa tak boleh stalk ke?,manchester united,316,17170,2014-03-02 02:45:46
mpdavez,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:56:03,[],23274,0,,,68,811,2011-09-13 20:26:22
otheranthony,Sonny... mate... #MUNTOT,2020-10-04 15:56:03,['MUNTOT'],0,0,Graphic Designer. 🇬🇧🇬🇭 #THFC #COYS - The tweets below are solely the views of AP (should you care to read them) -,Londonland,984,48119,2010-12-03 22:21:38
LastWordOnSpurs,"🎯 Harry Kane Has 7 Assists In His Last 7 Games In All Competitions For Tottenham Hotspur.

🇰🇷 Heung-Min Son Has Scored 5 Premier League Goals.

🏴󠁧󠁢󠁥󠁮󠁧󠁿 13 Goal Involvements By the England Captain.

❌ Because He Plays For Spurs It Will NOT Get Highlighted Enough!

#THFC #COYS #MUNTOT https://t.co/QJf0R5JAze",2020-10-04 15:56:03,"['THFC', 'COYS', 'MUNTOT']",11,92,🎙#THFC Podcast 🏟 Every Single Match 👥 Range Of Guests 🆕 Daily Content ⚪️ Club News ⚽️ Team News 🕵️‍♂️ Transfer News 🗞 Player & Manager Interviews 👔 #COYS,United Kingdom,50576,34001,2017-09-03 20:41:21
DanNuggs,"I genuinely don’t get it with Pogba. He loses possession frequently, doesn’t score many, and for his size loses out in tussles a lot. Sure he can play a long pass but so can Jonjo Shelvey! Am I missing something? #MUNTOT #PremierLeague",2020-10-04 15:56:03,"['MUNTOT', 'PremierLeague']",0,2,"Brighton & Hove Albion FC season ticket holder living in SE London, big music fan, love travelling, food and being a Dad","London, England",257,2112,2009-07-12 05:53:06
HaxenHammer,"Son in the #PL under Jose Mourinho:

Played: 24
Goals: 13
Assists: 8
#FPL Points: 151 (6.3 per game)

That's the most of any Spurs player in that time

#MUNTOT https://t.co/XGuODr7TSw",2020-10-04 15:56:03,"['PL', 'FPL']",215,0,국가공인아키비스트(돈듦)/대체로 애니프사 200% 한남/(前)노동당원/VCP찬성/퀄리티필터 적용 중,,1219,94761,2010-02-24 05:48:04
ArnoldBreezy3,"Searching for a response...

@MarcusRashford has hit the post and @MasonGreenwood's shot went just wide of the woodwork.

#MUFC #MUNTOT https://t.co/MfQjVwJqIX",2020-10-04 15:56:03,['MUFC'],197,0,Music producer l Beat maker l Believer l Rapper❤️,"Kampala, Uganda",76,213,2020-04-17 10:45:33
Its_mushiyyad,Harry maguire wth? #MUFC,2020-10-04 15:56:02,['MUFC'],0,0,"Since 1996, football enthusiastic, Cricket lover.
#TeamPakistan #MufcForLife",Peshawar Pakistaan,193,12846,2010-11-12 10:09:16
Jamie67_cfc,"Who's a better defender? 

RT - Tommy the donkey

LIKE - Harry Maguire

#MUNTOT https://t.co/8xzxgw5HGn",2020-10-04 15:56:02,['MUNTOT'],563,0,si si si,,505,3920,2016-01-17 15:30:47
ZombieJester,"Maguire worrying more about being up on offense, gives the ball away and almost leads to a goal. Fuck are you doing? #mufc",2020-10-04 15:56:02,['mufc'],0,0,💼 Senior Digital Manager For Some Very Funny People -💍@zombiejenn - 🐶 #RooneyBulldog - #MUFC Supporter & Shareholder - #MiniPainting - 🎃365,"Lake Forest, CA",1542,77874,2008-11-16 21:41:52
magson_chris,@WrldSoccerShop #Spurs will win 2-1 @lanct22,2020-10-04 15:56:02,['Spurs'],0,1,"I work full-time for a Local care home which I love keep safe everyone, love my dog, my hobbies are my Garden, Art & Fashion, avid book reader",MIDDLESBROUGH UK,400,10646,2020-07-07 07:45:21
ManUtd,"Red card for Martial.

United down to ten men.

#MUFC #MUNTOT",2020-10-04 15:59:19,"['MUFC', 'MUNTOT']",947,7172,Official #MUFC account. @ManUtd_ES 🇪🇸 | @ManUtd_ID 🇮🇩 | @ManUtd_JP 🇯🇵 | @ManUtd_MY 🇲🇾 | @ManUtd_AR مانشستر يونايتد,"Manchester, England",23300324,61795,2012-04-20 15:17:43
Kyle2403,Wtf was that #MUNTOT,2020-10-04 15:59:19,['MUNTOT'],0,0,,Germany,534,4647,2012-03-17 15:58:53
nocontextkmantz,"Now Going Stay

Stay Match Manchester United Tottenham
Broadcast for cell
https://t.co/15cbO1TSQJ

Broadcast for laptop
https://t.co/15cbO1TSQJ

: #MUNTOT #MUFC

//

Ret Retweet + Like https://t.co/l3kS8qNScs",2020-10-04 15:59:19,[],3,0,,,3,327,2018-09-10 13:46:39
Cleybsonthefame,"Man Utd 1-2 Tottenham LIVE: Score and goal updates as ...

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/waebxO56pz
.
.
LINK 2 &gt;&gt;  https://t.co/waebxO56pz

#MUFٍC #MUNٍTOT https://t.co/Fs9ddB0YGv",2020-10-04 15:59:19,"['MUFٍC', 'MUNٍTOT']",12,17,"Só conhecendo pra saber né,gatos e gatas fiquem a vontade...Bjs do Sr: the Fame
Recusa imitações s2",Recife - Pernambuco s2,51,311,2010-07-30 00:46:27
agostinhozinga,Luke Shaw can’t defend can’t attack literally useless #MUFC #MUNTOT,2020-10-04 15:59:19,"['MUFC', 'MUNTOT']",0,0,Techno. Whiskey. Coke.,"London, England",500,14091,2011-09-08 11:01:59
rhydoremmy23,Red card to Anthony Martial #MUNTOT,2020-10-04 15:59:19,['MUNTOT'],0,0,,"Lagos, Nigeria",810,65291,2013-05-07 00:01:07
MicahKellner,All these wasted chances will come back to bite Spurs.  Need that third goal.  #THFC #COYS #MUNTOT https://t.co/6BjE2Iwyif,2020-10-04 15:59:19,"['THFC', 'COYS', 'MUNTOT']",0,0,Always Tottenham Till I Die,Spursy,3229,54587,2009-07-09 00:35:39
EastStandGunner,Wtf is going on 😂😂😂 #MUNTOT,2020-10-04 15:59:19,['MUNTOT'],0,1,"ᴵᵐ ʳᵃᵖⁱᵈˡʸ ᶠᵃˡˡⁱⁿᵍ ᵒᵘᵗ ᵒᶠ ˡᵒᵛᵉ ʷⁱᵗʰ ᶠᵒᵒᵗᵇᵃˡˡ⚽️, ⁱ ʲᵘˢᵗ ʷᵒⁿᵈᵉʳ ʷʰᵃᵗˢ ᵗʰᵉ ᵖᵒⁱⁿᵗ ᵃⁿʸᵐᵒʳᵉ🤨",,2379,4284,2018-09-24 20:35:38
OG_TT_,Alex Telles to #mufc is a done deal. The clubs have reached an agreement for €20m. He will have his medical tonight #mulive [@SkySportNewsHD],2020-10-04 15:59:19,"['mufc', 'mulive']",2814,0,Did you do anything productive today?,,591,18195,2012-01-06 18:32:13
LarsOkker,"🎙 - 'Maguire and Bailly make a right mess of it between them!'

#MUFC's defenders will not want to see this again...😬

📺 Watch on Sky Sports PL
📱 Follow #MUNTOT here: https://t.co/YX6CxdoSMm
📲 Download the @SkySports app! https://t.co/adQulla9rT",2020-10-04 15:59:19,['MUFC'],68,0,,Erde,1940,159035,2015-03-19 00:55:33
abxreddy,WHAT THE FUCK IS HAPPENING!!!! #MUNTOT,2020-10-04 15:59:19,['MUNTOT'],0,0,"🚣 lost

● you can expect random replies to tweets. ●make me laugh once, I'll follow you. 'Don't forget to # it' 
🇮🇹 | 🇮🇳",still searching my safe place,372,25372,2011-05-23 20:29:05
lykh1,"This is an unusually entertaining, of the laughable sort, match between 2 supposedly top 6 sides. #MUNTOT",2020-10-04 15:59:19,['MUNTOT'],0,0,LFC fan. Like to rant and rave about the mighty reds during their matches. Danke herr Klopp for 5 magnificent years. Campiones 2019/20 ⚽🎊Ole Ole Ole ~,SG,82,1874,2011-04-27 02:59:48
Ri1wan,Eric bailey using his kidney to defend 😂😂😂 #MUNTOT,2020-10-04 15:59:18,['MUNTOT'],0,0,"Aries,love having fun but with cloths on most times,chelsea,music aficionado,spirited.the rest is inside me",mushin/Odi olowo,440,24236,2011-06-26 08:07:29
LukeMG_17,ARE YOU FOR REAL #MUFC,2020-10-04 15:59:18,['MUFC'],0,0,1999 #GlazersOut #WoodwardOut,Ireland,40,1846,2019-01-26 12:42:32
herbertharriola,"RED CARD: Paul Pogba has been sent off. Man Utd are down to 10 men. #MUNTOT 

⚽🔴⚪",2020-10-04 15:59:18,['MUNTOT'],31,0,"Guatemalteco 🇬🇹 / Italiano 🇮🇹 | Rossonero e Madridista | Ing. Informatico | Amante del calcio, cavalli, viaggiare e concerti | IG: herbertharriola",Guatemala,388,156571,2011-01-25 21:10:49
enzinhao10,"INSTANT RESPONSE!

🔴 #MUFC 1-1 #THFC ⚪ https://t.co/7LdaX5vG1n",2020-10-04 15:59:18,"['MUFC', 'THFC']",1136,0,@OL | @Cavs | @LewisHamilton | @GoSydGo,Monaco,303,50184,2017-03-02 19:34:32
JamieDawson89,"This is fucking amazing, the United capitulation #MUNTOT",2020-10-04 15:59:18,['MUNTOT'],0,0,"Coventry City Fan, Also have love for the Lakers, Patriots, McLaren F1 and good music",Birmingham,556,10944,2011-01-25 22:50:22
UpTArsenal,I am ready to get Popcorn now #MUNTOT #drama,2020-10-04 15:59:18,"['MUNTOT', 'drama']",0,0,"Software Engineer,Photography,Travel freak, Music,Driving enthusiast,Ford lover & owner, f1, Fighter jets. Arsenal only ! 🔴⚪️ 💻 🍺⚽️🎧🚗🧑🏻‍💻🏡",Emirates Stadium 🔴⚪️,222,2414,2010-08-17 08:22:28
abdiwahabmaalim,"Manchester United Defending Against Tottenham. 
#MUNTOT https://t.co/pWyXSFhraP",2020-10-04 15:59:18,['MUNTOT'],0,0,LFC,Nairobi,778,709,2011-05-02 03:00:40
Ib_velli,"ManU can't come out of this game alive.
#MUNTOT https://t.co/gAD09rC4V6",2020-10-04 15:59:18,['MUNTOT'],0,2,Public Affairs Analyst || Advocate Of Good Governance. Interests: Politics || Leadership || Education || International Relations || Football.,Lagos,457,4549,2018-04-23 22:27:31
sosament,Bailly with 2 blocks😭😭😭😭 wtf these man are being rinsed!! #MUNTOT,2020-10-04 15:59:18,['MUNTOT'],0,0,Top 0.7% on OnlyBandz 🇿🇦 🇱🇸 🇷🇼,CT,176,29105,2014-01-13 22:13:49
Gm4nHere,"We’re an absolute mess at the back - shambles!! 🙈🙈🙈
#MUNTOT #mufc #epl",2020-10-04 15:59:18,"['MUNTOT', 'mufc', 'epl']",0,1,✨Man Utd supporter. Tattoo collector. Movie & music lover.✨ #mufc Instagram: itsgaz Snapchat: heresgman #BlackLivesMatter,A place where it ☔,755,33430,2010-06-28 19:52:58
Demigahd1,The drama in this game😂 #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,"ملك بقيادة ملك ال
Awesome Events
Fleetcentric - Geotab
DSTv iROCK Music Festivals
Sempire Enterprises (PTY) Ltd
Herbonic(PTY) Ltd

🤾
DM for enquiries

🇿🇦🇹🇷",,116,2511,2020-04-07 12:51:14
Tosinjemi,"Ndombele for score but Bailly throw hin body, block am! 

#MUFC #GGMU 🔴⚫️ #MUNTOT",2020-10-04 15:59:17,"['MUFC', 'GGMU', 'MUNTOT']",4,0,Sports Analyst | News @BarcaTimes @HagridFCB & @ManUnitedZone | | Writer | | Advocate of Peace | | Also into Graphics and Design | | Follow up for more info 📳,"Lagos, Nigeria",1369,12157,2020-04-16 19:04:22
FcCommentator,RED CARD POGBA!!!!!! #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,We talk real football. Football is my religion. FC Barcelona is my team.,,0,232,2019-05-02 18:25:28
Sana859,RED CARD! Anthony Martial sent off. #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],7,0,"Classical & Popular Novel Aficionado, Television & Sports Enthusiast, @SpursOfficial Fan & Proud South African :)","Durban, South Africa ",214,34989,2010-10-06 15:02:20
wecricket_,"a keaton jennings leave is more convincing than the Man UTD defence. 
#MUNTOT",2020-10-04 15:59:17,['MUNTOT'],2,51,"220k subscribers on YouTube.                         

business: thecricketcoach17@gmail.com","South East, England",8018,13566,2017-02-25 19:05:53
Davidjjevans,@ManUtd why can’t we give tuanzebe a chance alone side @ericbailly24 #MUFC,2020-10-04 15:59:17,['MUFC'],0,0,,pontypool south wales ,69,8369,2010-05-31 21:51:46
bennyrabbani_,Spurs shoud have scored 5 #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,European football fanatic and An Engineering in Telco company. Visca El Barca #YNWA #ForzaJuve,"DKI Jakarta, Indonesia",346,37741,2011-02-25 13:26:05
CrazyPKAY,Spurs Is Really Pressing Us #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,"I Can't Give You A Sure-fire Formula 4 Success,But I Can Give You A Formula 4 Failure:Try 2 Please Everybody All The Time. @KaizerChiefs @ManUtd @CassperNyovest",Klerksdorp / Potchefstroom ,912,18413,2012-08-18 20:17:38
JustKoyana,Eric Bailly has three goal-saving blocks within a space of a minute #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,I think I’m Bruce Wayne but in reality...I’m actually just Chris D'Amico. Urban Warrior 🔴⚪️,Cape Town,1398,20745,2009-06-04 10:00:38
paulhands1,Ohhh god this ain’t gonna be a nice evening 😡 #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,1,Business Unit Manager @universalarches with over 20 years experience in the arched window industry all views are my own,"Saint Helens, England",609,3040,2010-11-05 18:05:14
CSportsFootball,Martial red card #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,Will provide the latest football news on a variety of different teams. Ask your questions via tweet or DM.,"England, United Kingdom",2554,20960,2015-08-16 20:12:26
fungai360,"Hate United, equally hate Tottenham.....but this is just sad from United #MUNTOT",2020-10-04 15:59:17,['MUNTOT'],0,1,The funny guy. That's all you need to know.,Where ever the wind takes me,1040,1359,2012-02-09 10:16:03
ade_adekunle01,Can it get any worse for united? 😂🤣😂#MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,A product of God's Grace || Livin a Private life in a public world || Chelsea FC || Christian || Billionaire in progress || Ambivert ||Data Sci ||Python || 6'4,Lagos Nigeria,1143,20471,2011-06-13 07:56:01
United4Reds,"Wow, this whole thing is gonna be painful. #MUFC",2020-10-04 15:59:17,['MUFC'],2,0,An independent fan channel for all the Manchester United fans across the globe. A forum for everyone to share their opinions and views; unfiltered!,,53,2212,2019-04-29 22:54:11
RobboTaylor,Scenes at Old Trafford!! Red for Martial? #THFC #COYS #Spurs,2020-10-04 15:59:17,"['THFC', 'COYS', 'Spurs']",0,0,Spurs fan...does anything else matter?,"Essex, UK",82,206,2009-09-16 00:53:42
MattWood23,Tottenham could be well decent if they can get Bale firing alongside Son. #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,This right here is my type of party.,Merseyside,348,21032,2009-11-19 00:04:00
KishanU14,Shouldn’t lemela get red too? #mufc,2020-10-04 15:59:17,['mufc'],0,0,"Keeping myself busy scrolling through social media as a Social Media Consultant, #MUFC, food and drink @ieatmywages on IG",England,607,82644,2009-11-23 11:39:47
leamingtonfalpy,"It's the coaching/manager. And will continue to be, whatever players we sign. #mufc",2020-10-04 15:59:17,['mufc'],0,0,L'homme du sport (man of sport),CV31,198,15395,2010-05-08 20:23:13
denicoreeder93,I’d be punching Maguire &amp; Bailly at half time! 😤 #MUFC,2020-10-04 15:59:17,['MUFC'],1,0,,Manchester,190,10387,2012-07-02 18:33:17
Junaid231,What a disgrace. Spurs are about to lay a beat down #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,0,"food
petrolhead
sneakerhead
#GGMU","Cape Town, South Africa",8,335,2010-07-05 03:51:11
NmechangeHandle,"Goal. Son gives Spurs the lead. 1-2.

#MUFC #MUNTOT",2020-10-04 15:59:17,"['MUFC', 'MUNTOT']",1037,0,|| #COYG || Victoria Concordia Crescit || Bros Before Hoes ||,BLOOD GROUP A+,4170,176067,2011-09-03 11:52:11
dami_mastermind,Tottenham Spurs wan kill Manchester United ooo kilode 😂😂 #MUNTOT,2020-10-04 15:59:17,['MUNTOT'],0,2,"I Just Wanna See D Sunshine Tomorrow


Living my life like a mid-wife, I gat 2 deliver

#HalaMadrid

#Music_Lover
#30BG
#DC4Lyf
#Outsider

Eccl 12:1
Phil 4:13",Santiago Bernabéu ,2401,54559,2011-08-24 15:34:58
MonosiEye,#MUNTOT Lamela costing the player a red..surely VAR should look at this,2020-10-04 15:59:17,['MUNTOT'],0,0,Simple Average Kid who's Driven & Self-Encouraged Understands that Life's Greatest Pleasures aren't Bought but they Earned Gunner @Arsenal North Londoner at ♥,Knopjeslaagte,691,26286,2011-10-17 21:17:25
simonpeterk7,"Searching for a response...

@MarcusRashford has hit the post and @MasonGreenwood's shot went just wide of the woodwork.

#MUFC #MUNTOT https://t.co/MfQjVwJqIX",2020-10-04 15:59:16,['MUFC'],197,0,I BELIEVE IN JESUS.,Kampala,416,59338,2017-05-02 01:09:30
scarson_,Game's done. Send Maguire to Roma instead for 15p and keep Smalling. #MUFC,2020-10-04 15:59:16,['MUFC'],0,0,#AnytimeAnywhere #RingTheBell #PhilaUnite #FlyEaglesFly #DOOP #MUFC,Holding The Tide With A Broom,863,158020,2012-08-17 19:35:18
bobby9496,What the fuck just happened 🤷🏾‍♂️ #MUFC,2020-10-04 15:59:16,['MUFC'],0,0,Adopted Guatemala 🇬🇹 - IRISH - Republican - Sinn Féin ✊🏾🇮🇪  - DONEGAL🍀 ⚽ #MUFC Married to the beautiful Vicky! 🇺🇦 я очень люблю тебя ❤️ - #NoPasaran 👊,"Donegal, Ireland",878,18571,2014-03-25 18:29:35
Jose_cholo7918,"finished club.
#MUNTOT",2020-10-04 15:59:16,['MUNTOT'],0,0,02/@Atleti🇪🇸/@ManUtd🏴󠁧󠁢󠁥󠁮󠁧󠁿/@REDSOFFICIAL🇯🇵/@JoseMourinhoTV/@Simeone/@Narumi_fkd/,,29,2238,2020-05-07 18:10:55
shawttynatt,End of discussion #MUNTOT,2020-10-04 15:59:16,['MUNTOT'],4,3,Shawttynatt Media Africa/ @manutd /Founder #ShawttynattFoods/Shawttynatt@gmail.com,Nigeria,73759,272311,2012-01-17 13:58:40
Hairouna92,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:59:16,"['MUFC', 'THFC']",433,0,"Comedian, actor, millionaire and teacher.","🇻🇨, NW LONDON & WYCOMBE📍",239,22505,2010-05-11 08:51:13
casualgamer_sa,So pumped we didn't sign Reguillon for less than £30m. So pumped. #MUFC,2020-10-04 15:59:16,['MUFC'],0,0,"Privacy Attorney | Twitch Affiliate 🎮 | Views are my own. 

Twitch: https://t.co/vjisHzPEGA

YT: click on my link below to see my videos!",South Africa,253,13326,2011-07-08 15:54:55
DanielCRFC,This games crazy🤣😂 #MUNTOT,2020-10-04 15:59:16,['MUNTOT'],0,0,Glasgow Rangers🇬🇧💙,"Glasgow, Scotland",57,559,2017-07-18 18:26:20
IamMoreshould,"Wow
No 1 striker Martial is out #MUNTOT",2020-10-04 15:59:16,['MUNTOT'],0,0,ALLAH + Football + Barca + Messi + Economist + Entrepreneur = Happiness😁,On Your Device,2384,5929,2014-05-23 09:57:44
ban_amos,At this point I can't get mad anymore #MUNTOT,2020-10-04 15:59:16,['MUNTOT'],0,0,,"Nairobi, Kenya",2086,676,2012-12-03 15:57:30
GBMcrTO,"This is horrendous. We’ve lost the plot. 10 men against this Spurs team, oh god. #MUFC",2020-10-04 15:59:16,['MUFC'],0,0,"Just me. Manchester lad, now in Toronto, couple of stops in London and Madrid on the way #MUFC",,65,989,2020-07-21 23:21:23
AwajiokanOwen,Alex Ferguson must be boiling seeing Tottenham us using his team as tampon 🤣🤣#MUNTOT #MANTOT,2020-10-04 15:59:16,"['MUNTOT', 'MANTOT']",0,0,🇳🇬 🇬🇧,"Asarama, Nigeria & Glasgow, UK",1295,5855,2014-02-28 01:49:01
walkeradam1,Get Martial on......... #mufc,2020-10-04 15:59:16,['mufc'],0,0,"Proud Dad, Football Expert, Lover of Life, Serial Blagger, Movie Fanatic, Aspiring Alcoholic, Man of Winter, Avid Gamer, Music Connoisseur. #Mufc #Fpl",,364,16642,2010-09-03 16:17:36
BehnG77,Utter magic #MUNTOT,2020-10-04 15:59:16,['MUNTOT'],0,0,"A stranger in a strange place. We're not in Liverpool anymore Toto

LFC supporter in the traditional, non jester hat wearing way. 

I voted for Corbyn","Oxted, England",59,6441,2011-04-05 19:39:39
tangeni_frans,"When it rains it pours.
#MUFC",2020-10-04 15:59:15,['MUFC'],0,1,"Just be nice, will you.",Namibia,618,5458,2015-04-22 20:19:17
PerryCurts,Get off mate #MUNTOT,2020-10-04 15:59:15,['MUNTOT'],0,1,Believe what you see not what you hear,,128,2530,2012-12-25 19:06:55
JEBrown1976,WHAT IS GOING ON!!!! #MUNTOT,2020-10-04 15:59:15,['MUNTOT'],0,0,To cool for school,"Southend-on-Sea, England",10,94,2016-01-10 20:20:53
dunta90,The. Game. Is. Gone. Lads. #MUNTOT,2020-10-04 15:59:15,['MUNTOT'],0,0,"Head of Digital @TruTravels Ex-Explorer 🦠, digital marketer, golfer, poker-er, part-time science wannabe, #LFC fanatic, meditator. 100% Irish beef ☘️","Dublin, Ireland",828,20721,2011-04-04 22:50:50
Cinephile_MU,"What the hell just happened...
#mufc",2020-10-04 15:59:15,['mufc'],0,0,1996 - ????,,441,47978,2010-07-08 16:40:53
henry_toye,Alex Telles will sign a five-year contract with #mufc. Fee is €15m plus €3m in add ons #mulive [@David_Ornstein],2020-10-04 15:59:15,"['mufc', 'mulive']",334,0,"Books, Movies, Music and Manchester United...... All in a day's work",Nigeria,342,103524,2010-05-31 22:23:16
Okulo_Jnr,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:59:15,"['MUNTOT', 'FPL']",280,0,Just me,Ogygia,12557,340979,2011-04-10 14:17:48
TheUtdEnd,"De gea playing well.
#MUFC",2020-10-04 15:59:15,['MUFC'],0,5,Welcome to the United End. #MUFC🇾🇪,Old Trafford,6360,1393,2019-05-17 22:24:33
mooseandme1,This is embarrassing Utd. How can you train all week the. Go out and play like this. Absolutely disgusting performance so far. #MUNTOT,2020-10-04 15:59:15,['MUNTOT'],0,0,Black Live Matter,Great Harwood,9114,9587,2015-06-28 11:19:43
putraaldiaa,"red card, keren memang klean #MUNTOT",2020-10-04 15:59:15,['MUNTOT'],0,0,fck idealism,,15,529,2020-02-23 13:42:06
mozammalayub,"This is getting from bad to worse. My word. 
#MUFC",2020-10-04 15:59:14,['MUFC'],1,0,"Accounts Assistant, Full Member Of AAT, Foodie, MUFC ❤️",London,77,18849,2011-08-19 19:52:53
theFIFAapprenti,This game going crazy already. #MUNTOT,2020-10-04 15:59:14,['MUNTOT'],0,0,Twitch Affiliate/ I’m just a Fifa Player let’s have some fun. Best WL record : 23-7. I’m anti-fifa points.,,108,371,2020-04-26 07:35:16
92_vital,We’re against it #MUFC,2020-10-04 15:59:14,['MUFC'],0,0,,,227,6390,2019-10-08 21:42:46
Mwangi_TheOne,martial 🤣🤣🤣🤣#MUNTOT,2020-10-04 15:59:14,['MUNTOT'],0,0,|| @Arsenal 😎 #COYG,"Nairobi, Kenya",1108,1403,2019-06-20 10:02:30
